title,pageid,length,
GIWS_(software),47507984,2224,
Stripped_binary,47618653,1003,
Name_resolution_(programming_languages),47765871,7607,
Name_resolution_(computer_systems),47765880,1946,
Linda_Liukas,47813295,4368,
Kaminari,47818199,6190,
Open_Roberta,47887903,13168,
The_Master_Algorithm,47937215,3135,
Björn_Michaelsen,47970146,7726,
Kickstart_CSS_library,48037088,5148,
Georg_Franck,48090842,2142,
Polyglot_persistence,48214291,2367,
.sb2_file,48388028,1272,
HackerEarth,48429838,2774,
Input_Enhancement_(Computer_Science),48534076,13903,
Kingo_Root,48572638,3281,
Oblivious_data_structure,48730466,18630,
Non-malleable_codes,48768665,13383,
Communication-avoiding_algorithms,48786651,8152,
Automatic_bug_fixing,48892446,25059,
Asynchrony_(computer_programming),49031794,3913,
Ghana_Code_Club,49092909,5973,
Pony_Island,49151941,9815,
Abstract_Document_Pattern,49189922,5514,
Accord.NET,49238421,5940,
Geocoder_(Ruby),49274271,7303,
Approximate_computing,49277634,7827,
Twin_pattern,49323842,5556,
Blackboard_(design_pattern),49329005,13143,
Binding_properties_pattern,49330009,4324,
Composite_entity_pattern,49344449,9859,
Intercepting_filter_pattern,49344927,5457,
Store-passing_style,49387218,2706,
Move_assignment_operator,49517831,2949,
Kunstweg,49589765,1878,
National_Computer_Rank_Examination,49606488,735,
IEEEmadC,49718443,7029,
Pristine_Sources,49724628,1823,
Software_architectural_style,49755666,634,
Phalcon_Slayer,49817723,1324,
Online_optimization,49914674,2945,
DevOps_toolchain,49944721,9310,
Circuit_Value_Problem,50036569,1168,
Applicative_functor,50064642,1907,
CobolScript,50155661,1069,
CodeCombat,50221460,5543,
List_of_.NET_libraries_and_frameworks,50286142,34778,
Janus_(time-reversible_computing_programming_language),50304039,8864,
Matthew_Yee-King,50329970,2731,
LCHH_Architecture,50357779,2480,
Energy_modeling,50413747,35287,
AIX_Toolbox_for_Linux_Applications,50501391,1902,
Yield_(multithreading),50540047,2045,
Distributed_tree_search,50546680,7398,
Conc-Tree_list,50562924,6612,
David_Silver_(programmer),50568835,5260,
Bubble_(programming_language),50743880,2613,
ChartDirector,50775649,2408,
Memory_access_pattern,50783248,16440,
Data-oriented_design,50786173,3976,
Shelly_Knotts,50873113,4978,
Roofline_model,50880861,16619,
Business_delegate_pattern,50894194,8726,
Loop_perforation,50897431,1434,
Task_skipping,50899015,1656,
KHOPCA_clustering_algorithm,50959785,7756,
DONE,51017812,1890,
Synergy_DBL,51147321,8720,
Ghost_(operating_system),51190151,3839,
Strsafe.h,51190369,2341,
Purely_functional_programming,51235010,5866,
Ixi_lang,51334500,4801,
Certifying_algorithm,51386092,4882,
Deterministic_compilation,51389025,2931,
CSCM_(programming_language),51393010,12837,
Algorithmic_paradigm,51411922,1127,
Offensive_programming,51513636,3704,
Devpack,51534174,2562,
Storyboard_(Apple_programming),51550429,532,
Whiteboard_Pattern,51568180,9765,
Milk_(programming_language),51603617,511,
Algoid_(programming_language),51636986,1726,
EXAPT,51684378,10453,
Recursive_transcompiling,51717632,2494,
Derivative_code,51717770,1453,
Toolbox_(software),51790666,2031,
Cuneiform_(programming_language),51797637,8584,
Stanza_(computing),51846059,2767,
Active_updating,51995554,1730,
Privatization_(computer_programming),52020456,18949,
CodinGame,52032585,6401,
HAGGIS,52222071,15905,
Espire_(assembly_language),52229098,110,
Multiplicative_weight_update_method,52242050,22689,
Incremental_learning,52280151,5832,
Russian_AI_Cup,52295835,3648,
Shapiro_-_Senapathy_Algorithm,52300160,40320,
Shenzhen_I/O,52321243,7484,
Céu_(programming_language),52350190,576,
Code_Words,52406649,2907,
JSON_Patch,52472953,2574,
Samantha_John,52519539,1668,
David_A._Moon,52795295,6166,
FreeCodeCamp,52809488,10936,
Ring_(programming_language),52912829,10188,
Every_Fool_His_Own_Tool,52982409,1329,
Joanne_Armitage,53015999,4353,
P_(programming_language),53163248,1667,
Jq_(programming_language),53228126,3308,
Application_footprint,53316409,2540,
Disk_footprint,53316670,984,
Asynchronous_procedure_call,53345935,631,
Bayesian_Program_Synthesis,53394437,4272,
Ou_Xiaobai,53442266,3374,
Monte_Carlo_polarization,53471572,5466,
FGLM_algorithm,53596792,3219,
Index_of_JavaScript-related_articles,53741908,6931,
Global_Offset_Table,53931502,1159,
Hovhannes_Avoyan,53996804,6246,
Bitpit,54061840,4828,
Microsoft_Basic_1.0,54074624,3282,
Visual_Expert,54077164,8271,
Unrestricted_algorithm,54117020,1758,
Badouel_intersection_algorithm,54237359,573,
Action–domain–responder,54299814,2954,
Ruby_syntax,54355116,90,
CoffeeScript_syntax,54355145,75,
SQL_syntax,54355231,33296,
CodeFights,54543869,8489,
Monoque,54593071,1268,
Right_to_explanation,54625345,10540,
Flutter_(software),54699721,4319,
Syrian_Collegiate_Programming_Contest,54720352,3272,
Irvan_Smith_(Mr._Vero),54974662,7772,
Yasodara_Córdova,55135120,16116,
Anant_Bhardwaj,55140088,3248,
Seidel's_algorithm,55206702,4076,
Hub_labels,55213052,2173,
Codewars,55532583,4115,
Opus_Magnum_(video_game),55616150,8423,
OpenQASM,55836870,2124,
Quantum_computation_language,55836939,3135,
Misra-Gries_summary,55840115,3904,
Halite_(programming_competition),55860211,2788,
SoloLearn,56020968,6226,
Q_Sharp,56025620,5068,
Proof-of-authority,56036557,5968,
Predecessor_problem,56037139,6550,
Аналитик,56213481,6090,
TAPPS2,56376606,1733,
Algorithms_of_Oppression,56463048,3969,
